msoa11_cd,msoa11_hclnm,subgroup_code,subgroup_name,all_ages,wk_05,wk_06,wk_07,wk_08,wk_09,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42
E02002585,Runcorn Town & Westfield,8b1,Deprived Blue-Collar Terraces,10580,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,4,4,4,NA,9,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,29,45,32
E02002586,"Grange, Halton Brook & Hallwood Park",8d1,Young Hard-Pressed Families,10026,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,4,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,6,20,29,37,30,27
E02002587,Norton,8d1,Young Hard-Pressed Families,6532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,6,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,9,10,16,11,13
E02002588,Halton Lea & Brookvale,8d1,Young Hard-Pressed Families,7252,NA,NA,NA,NA,NA,NA,NA,NA,4,9,5,9,12,11,9,5,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,24,18,29,27
E02002589,Beechwood & Heath,6b3,Semi-Detached Ageing,6160,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,34,28,26,20
E02002590,Culcheth West & Croft,6b2,White Suburban Communities,7310,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,12,6,5,NA,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,8,16,38,22,20
E02002591,Culcheth East & Hollins Green,6b3,Semi-Detached Ageing,6451,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,18,8,28,17
E02002592,Winwick & Burtonwood,6b3,Semi-Detached Ageing,6344,NA,NA,NA,NA,NA,NA,NA,NA,4,3,13,11,6,10,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8,4,11,14,27,22
E02002593,Locking Stumps,6a3,Detached Retirement Living,4959,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,6,7,18
E02002594,Oakwood & Gorse Covert,7a3,Multi-Ethnic Hardship,5302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,11,16,11
E02002595,Hulme,8d1,Young Hard-Pressed Families,8322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,4,9,4,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,15,15,25,33,33
E02002596,Houghton Green & Fearnhead,6b2,White Suburban Communities,8013,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,11,14,16,18,31
E02002597,Blackbrook,8d1,Young Hard-Pressed Families,9280,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,13,8,8,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,20,18,22,29,33,23
E02002598,Kingswood & Whittle Hall,6a2,Comfortable Suburbia,10272,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,15,13,5,4,8,NA,4,5,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,18,18,26,43,43
E02002599,Callands & Old Hall,6a2,Comfortable Suburbia,11165,NA,NA,NA,NA,NA,NA,NA,NA,5,12,18,6,5,20,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,7,8,13,41,46,40
E02002600,Orford,8b1,Deprived Blue-Collar Terraces,8949,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,12,9,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,12,18,14,31,31,33
E02002601,Padgate & Paddington,6b3,Semi-Detached Ageing,8754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,16,15,24,32,39
E02002602,Bewsey & Dallam,4a2,Social Renting New Arrivals,8339,NA,NA,NA,NA,NA,NA,NA,NA,3,6,11,7,7,7,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,24,22,31,41
E02002603,Woolston,6b3,Semi-Detached Ageing,6912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,4,3,4,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,9,15,24,24
E02002604,Great Sankey,6b3,Semi-Detached Ageing,7377,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,7,4,NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,24,39,23,21
E02002605,Hood Manor & Sankey Bridges,6b3,Semi-Detached Ageing,9035,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,13,8,5,4,3,NA,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,16,30,27,36,36
E02002606,Fairfield & Howley,5a3,Families in Terraces and Flats,11981,NA,NA,NA,NA,NA,NA,NA,NA,4,8,23,12,12,12,17,11,12,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,11,21,20,33,31
E02002607,Central Warrington,5a1,White Professionals,11621,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,25,12,4,4,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,12,17,12,17,31,39,52
E02002608,Penketh & Cuerdley,6b3,Semi-Detached Ageing,8236,NA,NA,NA,NA,NA,NA,NA,NA,5,17,8,10,14,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,26,11,18,25,28
E02002609,Latchford,8d2,Hard-Pressed Ethnic Mix,9700,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,14,7,7,8,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,10,15,16,32,35
E02002610,Lymm,6b2,White Suburban Communities,12709,NA,NA,NA,NA,NA,NA,NA,NA,3,7,9,5,10,17,4,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,10,25,28,29,34,39
E02002611,Grappenhall,6b3,Semi-Detached Ageing,7782,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,3,5,20,25,29,29
E02002612,Stockton Heath & Hillcliffe,6b3,Semi-Detached Ageing,9130,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,9,NA,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,9,24,25,21
E02002613,"Appleton Thorn, Stretton & Walton",6a2,Comfortable Suburbia,6455,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,11,26,10,20,28
E02002614,Appleton,6a2,Comfortable Suburbia,5616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,11,19,23,12
E02002615,"Roe Lee, Brownhill & Sunnybower",6b1,Multi-Ethnic Suburbia,10277,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,6,11,13,21,3,8,4,4,NA,NA,3,8,9,9,16,5,4,4,10,29,28,21,32,36,52
E02002616,Lammack & Revidge,6a1,Indian Tech Achievers,8891,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,3,3,6,NA,NA,3,12,5,6,4,6,9,11,17,12,17,9,5,9,10,21,38,27,35,51,82
E02002617,Little Harwood,4b2,Pakistani Communities,9261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,4,5,5,3,6,12,6,14,5,7,5,8,10,8,6,29,12,18,21,27,44,47,31,73,96
E02002618,Bastwell,4b2,Pakistani Communities,7490,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,3,8,6,3,NA,5,3,3,12,4,9,17,12,25,32,13,18,5,3,4,10,13,14,25,61,88
E02002619,Wensley Fold,4b2,Pakistani Communities,8997,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,5,11,18,13,NA,6,5,4,5,8,6,13,19,20,4,8,8,11,5,4,11,16,29,27,57,56
E02002620,Central Blackburn,4b2,Pakistani Communities,8904,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,3,6,6,3,NA,4,NA,10,4,13,5,19,10,4,20,10,3,8,11,14,17,24,47,52
E02002621,Audley,4b2,Pakistani Communities,8614,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,5,10,NA,6,13,3,NA,NA,NA,NA,6,4,32,19,32,17,10,16,12,12,15,33,13,25,59,81
E02002622,Shadsworth & Intack,4b2,Pakistani Communities,10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,8,9,8,9,3,NA,9,NA,NA,NA,NA,NA,NA,6,6,13,3,6,9,6,12,15,12,24,33,44
E02002623,"Witton, Mill Hill & Hollin Bank",8b1,Deprived Blue-Collar Terraces,10463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,15,13,7,4,10,7,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,4,5,NA,11,6,14,18,30,25
E02002624,"Beardwood, Pleasington & Livesey",6b3,Semi-Detached Ageing,8220,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,8,7,7,NA,3,4,3,NA,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,NA,4,13,11,21,28,54
E02002625,Queen's Park & Higher Croft,8d1,Young Hard-Pressed Families,9735,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,3,5,3,5,3,7,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,NA,NA,NA,3,13,16,12,14,48,40
E02002626,Meadowhead,8b1,Deprived Blue-Collar Terraces,7121,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,NA,6,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,13,14,16,24
E02002627,Ewood & Fernhurst,6b2,White Suburban Communities,7687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,16,12,24,30,35
E02002628,North Darwen,8b1,Deprived Blue-Collar Terraces,6676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,3,4,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,9,3,10,23,33
E02002629,East Darwen,8b1,Deprived Blue-Collar Terraces,5712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,4,5,7,11,12,30
E02002630,Darwen Town,8b1,Deprived Blue-Collar Terraces,6353,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,3,9,10,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,8,14,19,21
E02002631,South Darwen & Whitehall,5a1,White Professionals,8408,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,4,5,3,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,14,5,19,29,24
E02002632,"Tockholes, Edgworth & Hoddlesden",6b2,White Suburban Communities,6173,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,8,18,16,20
E02002633,Little Bispham & Anchorsholme,6b3,Semi-Detached Ageing,7711,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,5,7,4,4,NA,4,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,9,15,36
E02002634,Churchtown,6b3,Semi-Detached Ageing,7954,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,4,NA,6,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,7,20,23,24
E02002635,Norbreck & Bispham,6b4,Older Workers and Retirement,7943,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,5,5,9,4,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,10,10,28,40
E02002636,Warbreck & Bispham Road,5a1,White Professionals,8289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,4,6,3,4,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,12,13,21,32
E02002637,Hoohill,5a1,White Professionals,6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,12,4,7,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,15,19,20
E02002638,North Shore,7a2,Hampered Aspiration,5998,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,8,10,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,8,5,19,28
E02002639,Little Layton & Little Carleton,7c2,Constrained Young Families,6110,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,3,7,NA,3,5,7,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,8,17,11
E02002640,North East Centre,7a2,Hampered Aspiration,6877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,8,3,NA,11,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,14,18
E02002641,Queenstown & Layton,5a1,White Professionals,8088,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,16,15,13,6,13,7,7,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,10,14,33,38,29
E02002642,Central Blackpool,7a2,Hampered Aspiration,7119,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,9,6,3,4,NA,6,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,16,24
E02002643,Park Road,7a2,Hampered Aspiration,7586,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,4,6,NA,5,8,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,9,33,38
E02002644,Stanley Park & Great Marton,5a1,White Professionals,7664,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,11,16,15,4,7,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,3,5,11,31,19,30
E02002645,South Promenade & Seasiders Way,7a2,Hampered Aspiration,6047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,7,11,10,7,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,11,24,29
E02002646,Little Marton & Marton Moss Side,7c2,Constrained Young Families,6804,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,10,4,3,3,NA,6,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,16,22
E02002647,Victoria,8b1,Deprived Blue-Collar Terraces,7937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,11,6,7,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,3,15,17,25
E02002648,Hawes Side,8b1,Deprived Blue-Collar Terraces,7180,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,6,NA,NA,7,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,15,24,35
E02002649,South Shore,5a1,White Professionals,8133,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,8,6,5,4,10,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,5,13,25,50
E02002650,Common Edge,5a1,White Professionals,8083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,21,15,44
E02002651,Squires Gate,6b4,Older Workers and Retirement,7877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,5,5,4,6,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,10,19,42
E02002652,Kingswood,6b2,White Suburban Communities,14948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,36,8,8,14,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,14,19,19
E02002653,Bransholme Central,8d1,Young Hard-Pressed Families,8007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,10
E02002654,Orchard Park,8d1,Young Hard-Pressed Families,8097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,3,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,17
E02002655,Bransholme East,8d1,Young Hard-Pressed Families,8710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,9,21,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,6,13
E02002656,Haworth Park,5a1,White Professionals,4953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8
E02002657,Bransholme West,6b3,Semi-Detached Ageing,7176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,9,7,6,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,6,11
E02002658,Sutton North,8a1,Industrious Transitions,6356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,5,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,10,13
E02002659,Greenwood,8d1,Young Hard-Pressed Families,10864,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,7,13,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,8,11
E02002660,Bilton Grange,8d1,Young Hard-Pressed Families,6709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,10
E02002661,Longhill,8d1,Young Hard-Pressed Families,8230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,14,11,7,14,4,6,13,18,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,6,NA,8,10,3
E02002662,Ings,8b2,Hard-Pressed Rented Terraces,6815,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,6,3,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,5,13
E02002663,University & Newland North,8b1,Deprived Blue-Collar Terraces,6966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,12,17
E02002664,Sutton South,6b3,Semi-Detached Ageing,7019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,9,NA,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,10,13
E02002665,Bricknell East,8b1,Deprived Blue-Collar Terraces,8008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,5,5,NA,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,6,10,17
E02002666,Newland South,4a2,Social Renting New Arrivals,9022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,15,3,5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6
E02002667,Stoneferry & Sutton Fields,8b1,Deprived Blue-Collar Terraces,7099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,9,10
E02002668,Southcoates East,8d1,Young Hard-Pressed Families,8424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,6,7,6
E02002669,Newland Avenues,5a3,Families in Terraces and Flats,8116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,11,4
E02002670,Bricknell West,8b2,Hard-Pressed Rented Terraces,7800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,15,4,4,10,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,7
E02002671,Southcoates Central & Docks,8b1,Deprived Blue-Collar Terraces,8819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,18,11,6,12,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,5,7
E02002672,Greatfield,8d1,Young Hard-Pressed Families,7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,25,12,NA,7,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4
E02002673,Southcoates West,8b1,Deprived Blue-Collar Terraces,7397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,7,4,10,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,10
E02002674,Derringham,8b1,Deprived Blue-Collar Terraces,6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,9,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,9
E02002675,Sculcoates,7a1,Transitional Eastern European Neighbourhoods,9207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,13
E02002676,Chanterlands Avenue,5a3,Families in Terraces and Flats,7320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,9,10,13,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,9,16
E02002677,Drypool & Victoria Dock,7a2,Hampered Aspiration,8353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,5,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,4,6,10
E02002678,Newington,8b1,Deprived Blue-Collar Terraces,8029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,6,4,3,18,27,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4
E02002679,East Ella,8b1,Deprived Blue-Collar Terraces,7438,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,9,NA,NA,8,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,9,16
E02002680,Hull City Centre,3c1,Constrained Neighbourhoods,9792,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,10,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,50,21,21
E02002681,Boulevard & St Andrew's Quay,4a2,Social Renting New Arrivals,8968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,3,3,11,6,6,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,13
E02002682,Gypsyville,8d3,Hard-Pressed European Settlers,9473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,8,11,NA,5,12,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,15,20
E02006813,Anlaby Park & Pickering,8d1,Young Hard-Pressed Families,7829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,7,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,22,16
E02002684,Bridlington North & Bempton,1a4,Older Farming Communities,9944,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,3,4,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8,12,15
E02002685,Bridlington East & Flamborough,6a3,Detached Retirement Living,7851,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,9,7,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,17,7,13
E02002686,Bridlington West,8d1,Young Hard-Pressed Families,8145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,4,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,6,8
E02002687,Bridlington Central,5b2,Communal Retirement,5979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,7,6,4,5
